registered_num,year_processed,objectives_activities,achievements_performance,grant_policy,error
1046472,2020,"The objects of the charity as defined in its Articles of Association are to promote any charitable purpose for the public benefit by the advancement of education, the protection and preservation of health and the relief of poverty, sickness and distress in particular, but without limitation, for the benefit of the community in Christchurch and surrounding areas.",During 2019/20 the organization has concentrated on: establishing the mechanisms through which local organizations can apply for grants; and the policies and procedures by which applications are evaluated and grants administered. This preparatory work is expected to conclude at the beginning of 2020/21 with the first grants being issued during that year.,"There are no restricted funds. With no premises then almost all assets are to be made available in a Grants Fund. As of 31 March 2020 the Grants Fund totals £410,164. Outside of this, £15,000 is held in an unrestricted income fund to pay annual governance, insurance and grant processing costs (marketing, website hosting, improvements and maintenance etc.). A Designated Continuity fund contains six months expenditure (£7,500) as is prudent.",
290179,2020,"The charity endowments to date total £350,199 and these have been invested in Stock Exchange Securities as per the attached accounts. The initial endowment of £100,010 was added to by a further appointment of £250,189 on 9th September 1985. The Market Value of Stock Exchange Investments held was £622,929 at 5th April 2020. In principle the policy of the Trustees in appointing funds is to give sums to smaller organizations in the South West of England rather than the larger national charities. It is agreed that some capital can if desired be donated and not to restrict donations to income only.",,,
282683,2022,The trustees have paid due regard to guidance issued by the Charity Commission in deciding what activities the trust should undertake.,Significant activities and achievements against objectives,,
266645,2023,"The aim of the Trust is primarily, but not exclusively, to support evangelical Christian activities in which trustees already have an interest. In accordance with the Trust Deed, gifts and loans in pursuance of these aims are made at the absolute discretion of the trustees. The trustees re-affirmed the policy of normally only supporting either Clacton-based projects or those where one or more trustees have personal knowledge or involvement and that gifts may be sent to a project where the children or grandchildren of trustees are involved, so long as the project is in accordance with the aims and objectives of the Trust, and confirmed that assistance will normally not be offered for short term 'Gap Year' initiatives.",,"During this last year 31 grants totalling £74,150 were authorized as detailed in Note 6 (2022: 29 grants totalling £89,364), All these grants are made to organisations.",
281072,2024,"The Trust receives and invests donations made from individuals connected to Dover College and the Old Doorman Club. The Trust makes disbursements for the advancement of education, and in particular, the advancement of education at Dover College, although funds may be used for any educational purpose.","The Trust works closely with Dover College in order to assist with events that also benefit the surrounding area. During the year, £12,500 was disbursed to Dover College, of this £2,500 was used to fund the prizes for the annual prize day event. The remaining £10,000 was used for bursaries. The OD Trust has committed to funding bursaries at the level of £10,000 per year for the next 5 years until 2028, with the scope to increase at the discretion of the Trustees.",The Trust does not actively fundraiser and seeks to continue the charitable work desired by the donors through the careful stewardship of its current resources.,
301960,2024,"The Hammond Memorial Hall Trust's objectives are to manage and maintain the Hammond Memorial Hall for the benefit of the inhabitants of the Parish of Stubbington and the surrounding area. The Trust carries out this by overseeing the day-to-day operation and upkeep of the hall, ensuring it remains available as a community resource for local events, meetings, and activities.","During the year, the Trust successfully managed the operation of the Hammond Memorial Hall, maintaining it as a well-used and valued community facility. The hall hosted a range of local events and activities, serving the needs of various community groups. The Trustees are pleased that the hall continues to be an important resource for the local area.",,
1038653,2025,"The principal activity of the Charity is to advance the education of the pupils at H. Noble School by providing and assisting in the provision of facilities for education at the School not normally provided by the Local Education Authority. This is primarily achieved through fundraising activities that enable the PTA to purchase equipment, fund school trips, and provide other resources to enhance the educational experience of the pupils.","During the year, the PTA has continued to organise a wide range of successful fundraising events including the annual Music Festival, Fireworks Night, Christmas Fayre, and various other smaller events. These events have enabled the PTA to raise over £17,000 which has been used to purchase significant items of school equipment such as 20 new laptops, a stage fascia, and various sports and playground equipment. The PTA has also funded school trips, provided treats and presents for the children, and contributed towards the school's general running costs.","The PTA does not have a formal grants policy, but aims to use the funds it raises to provide resources and support that directly benefit the pupils of H. Noble School. Requests for funding from the school are considered on a case-by-case basis by the PTA committee, taking into account the educational value and impact of the proposed use of funds.",
1001456,2024,"The trust is established for the benefit of such exclusively charitable objects, as the Trustees in their absolute discretion think fit. The benefits are provided to those who are thought to be most in need. The Trustees have absolute power of investment.","The Trustees continue to support many worthy causes and, in particular, local charities that may not enjoy national support. Other applications are considered on their merit but are primarily directed at the sick, needy and disadvantaged.",,
1045479,2024,"The Charity was set up in 1995 by members of the Barker-Mill family in memory of their father and grandfather, Peter Barker-Mill. The family owns (mainly in Trust) large areas of land and property in Hampshire on the western edge of Southampton, the lower Test Valley and the eastern and southern 'edges of the New Forest. The principal aim of the Charity was to provide financial support and assistance to local organizations and individuals in these areas. This principal aim remains to this day. The stated objects of the Charity are to apply its income, by way of donations paid to or for such purposes as the Trustees shall, in duly constituted meetings, decide. In advancing the objects of the Charity, the Trustees may expend the whole or any part or parts of the capital of the trust fund at their absolute discretion.","Donations were made during the year amounting to £40,600 (2023 - £28,228) as detailed in note 3 to the accounts. Total donations made or pledged to date amount to £4,986,683 (2023 - £4,946,083). The Trustees remain passionate about seeing positive change across local arts, education and health sectors in particular and feedback shows that donations made contribute to making a difference to many organizations operating in these sectors. Many of the donations made this year have been to support local youth, sporting organizations and family orientated activities.",,
253440,2024,"The purposes of the Trust set out in the Scheme are to apply income alert expenses as follows:
* One third for the relief of need, hardship, or distress of persons resident in the area
* One third to provide special benefits for Sanford Gower Endowed Primary School
* One third for the general benefit of the inhabitants of the area.
Applications for grants that fall into the above categories are considered by the Trustees, with due regard to the guidance issued by the Charity Commission on public benefit.","The Trustees met five times in 2024, supplemented by much electronic discussion, and the Charity was able to make a number of grants supporting the local community, individuals, and the primary school.

The accounts show that the main source of income, rental from farmlands and other properties, increased by £6,669 in 2024 compared to 2023. This was due to the successful resetting of Wheathills Farm stables and the School House. The former has now been let out mainly as an agricultural small holding rather than for livery.

The Charity continues to fund chiropody services and personal alarms, and contributes towards the funding of a number of village community organizations and activities. It is now paying for 100% of the maintenance cost of its Millennium Field, an attractive and well used amenity for villagers. Major grants included £13,042 towards the primary school's extensive landscaping works.",,
1057808,2024,Bridgeport Round Table is the local branch of a national organization of men aged 18 to 45 who raise money for local good causes. Bridgeport Round Table raise funds for their charitable objectives by staging various local events spread over the course of the year.,"The Charity has had a good year of fundraising this year. Whilst income is down and raising money has been harder this year, the Bridgeport Beer Festival the 2023 Christmas Hamper Campaign raised much needed funds. Total Charitable income generated amounted to £80,499. The cost of running the fundraising events amounted to £53,511 and the Charity spent £2,251 on local events and equipment, meaning the Charity was able to raise total Charitable funds for the year of £24,737 (2023: £42,650). Out of this, donations were paid to local families and other local good causes of £21,910 (2023: £27,892), leaving a surplus for the year of £2,827 (2023: £14,758).",,
213579,2025,"The charity was originally set up in 1842 by an Act of Parliament to operate a hospital addressing mental health illnesses. In due course, the charity became known as Cradle Royal Hospital. In 1994 the charity sold the assets and undertaking relating to the operation of Cradle Royal Hospital whilst having also entered into an agreement for the development, into Cradle Royal Business Park, of its surrounding land. Thereafter, the charity retained all its income arising until a new scheme for the charity, which was renamed CRY Charitable Trust, received the assent of Parliament on 9th April 2006. The objects under this scheme are: i) to relieve persons who are sick, convalescent, disabled, handicapped or infirm and, in particular, but not exclusively, such persons who are suffering from mental illness in any of its forms; and ii) to promote or assist in the promotion of research into the alleviation or cure of mental illness in any of its forms.","During the period, grants amounted to £343,070 (2024: £227,149). This represents 38 grants paid during the year (2024: 36). Grants ranged from £3,750 to £38,500 (2024: from £1,550 to £10,431) with an average of £9,028 (2024: £6,309). Beneficiary organizations are detailed in note 5. The trustees monitored and reviewed annual reports on the progress of multi-year projects for which funding has been made before approving subsequent payments.","The charity's grant making policy has been established to achieve its objects for the benefit of the public. The charity invites online applications at https:/Mwww.thecrhcharitabletrust.org which meet its objectives. Applications must contain a summary of their proposals which are then considered at a quarterly meeting of the trustees. As part of the assessment process, grants over a minimum threshold will be subject to a visit and discussion with the applicant organisation. Thereafter, a report will be drafted for consideration by the trustees. The trustees are willing to consider grants covering up to three years, conditional on satisfactory interim progress reports. Eligibility for grants is usually restricted to applicants who are registered charities with at least a two year history and who have relevant expertise, in order to ensure that the benefits to the intended beneficiaries are of a high quality.",
299029,2024,"The Society has pursued its objectives of organizing seminars, encouraging research and producing publications that record aspects of Royal Air Force history. The Spring 2024 seminar was held on Wednesday 10th April 2024 under the chairmanship of Air Chief Marshal Sir Richard Johns, covering the changes in combat support throughout the 1990s. 81 members and their guests attended at the RAN Museum, Hendon. The AM was held at the RAN Club on 12 June 2024. Changes in the executive committee, new Chairman, Vice Chairman and other new committee members, were approved by the members present, with the previous secretary, and treasurer standing down after many years of distinguished service to the Society. The chairman announced the winner of the Two Air Forces Award as Wing Commander Ben Durham BE for his paper on ""And if Deterrence fails? The Case for Qualitative Combat Mass in a 21st Century Air Force"". The AM was followed by a presentation from Marshal of the Royal Air Force The Lord Stirrup who spoke on the geopolitics of today's world. The Autumn seminar was held at RAN Museum Comfort on 18th September 2024 chaired by AM Steve Chisnall and covering the RAF's operations leading up to D Day and the Normandy campaign. This was attended by some 70 members and their guests. Following these seminars two journals were published in early 2025, following unavoidable delays in the editorial process. Journal 83 covered the seminar on the RAN in the 1990s and Journal 84 covered the RAF's support for D Day and the Normandy campaign. During 2024 the Society also gave grants to several charitable causes and provided financial support to a young Phd researcher.","The Society has pursued its objectives of organizing seminars, encouraging research and producing publications that record aspects of Royal Air Force history. The Spring 2024 seminar was held on Wednesday 10th April 2024 under the chairmanship of Air Chief Marshal Sir Richard Johns, covering the changes in combat support throughout the 1990s. 81 members and their guests attended at the RAN Museum, Hendon. The AM was held at the RAN Club on 12 June 2024. Changes in the executive committee, new Chairman, Vice Chairman and other new committee members, were approved by the members present, with the previous secretary, and treasurer standing down after many years of distinguished service to the Society. The chairman announced the winner of the Two Air Forces Award as Wing Commander Ben Durham BE for his paper on ""And if Deterrence fails? The Case for Qualitative Combat Mass in a 21st Century Air Force"". The AM was followed by a presentation from Marshal of the Royal Air Force The Lord Stirrup who spoke on the geopolitics of today's world. The Autumn seminar was held at RAN Museum Comfort on 18th September 2024 chaired by AM Steve Chisnall and covering the RAF's operations leading up to D Day and the Normandy campaign. This was attended by some 70 members and their guests. Following these seminars two journals were published in early 2025, following unavoidable delays in the editorial process. Journal 83 covered the seminar on the RAN in the 1990s and Journal 84 covered the RAF's support for D Day and the Normandy campaign. During 2024 the Society also gave grants to several charitable causes and provided financial support to a young Phd researcher.","The Society makes grants to organizations and individuals whose aims align with those of the Society, or which have historical importance to the Royal Air Force. With the receipt of the Webbed Legacy, with the last instalment this year, the Society has reappraised its policy of making grants and the full implications of this will be reflected in this and future reports.",
244995,2024,"The principal objective of the company in the period under review was that of a registered charity engaged in the preservation of the legacy of, and promotion of the Christian Message through the life and works of the late Reverend Oswald Chambers for whom we hold the copyright of previously printed material dating from 1927. In order to achieve the objectives of the charity, the trustees with our partners Our Daily Bread Ministries in the US to whom we have granted publishing rights have arranged for the marketing, printing, distribution and retailing of the various writings of the late Reverend Oswald Chambers to worldwide destinations and outlets. This has included providing substantial funds over a two year period to publish a new Modern Classic Edition of his most well known work which has had a material effect on our resources over that time but these obligations have now been discharged with the final payment made in this accounting period. We have also made funds available in the US to produce an audio book version of this Edition together with assisting in the attendance at the 2024 LittWorld book publishing conference in Mexico for which we had two delegates attending for networking purposes",During this period the charity has again continued to provide funds for certain published books in the catalogue to be given to students in seven separate UP based Bible Colleges together with Resource Grants for those establishments for enhancing their libraries and also donated free of charge to certain Christian organizations working in Third World and Eastern European countries such that a new readership of these works is established. Requests for new foreign translations are supported and arranged through our publishing partners. We have also made certain financial grants to like minded Christian ministries for the promotion of Christian material by other writers and supporting organizations who assist in identifying new authors who will publish books in their own language.,"The trustees are aware of their responsibilities to act in accordance with the Charity Commission when planning and undertaking their activities specifically in connection with public benefit and it's guidance on charities promoting the advancement of religion. The charity therefore remains committed to making available as widely and appropriately as possible the published works of the late Reverend Oswald Chambers by printing, distribution, sales and gifting of his works and also providing funding for various translations into languages other than English.",
298814,2024,The main object of the charity is the furtherance and promotion of the Jewish religion and Jewish religious education.,"The trustees consider that the performance of the charity in the year has been satisfactory. Donations received in the year amounted to £53,524 (2023: £133,132). The Statement of Financial Activities shows outgoing resources for the year of £47,863 due to the charity's donations not exceeding the grants of £100,000 (2023: £95,000) during the year. The total reserves were £89,456 (2023: £137,319) at the balance sheet date.",,
293792,2024,"The Company is established to further both in the United Kingdom and abroad those purposes recognized as charitable by English Law. To achieve these objects, the Company utilizes its income to make donations and interest free loans.",During the year the Company continued to pursue its philanthropic objects in support of Charitable Organizations and individuals in need of interest free loans which was in accordance with the guidance of the Charity Commission relating to Public Benefit.,The Charity did not meet any individual expenses incurred by the Trustees for services provided to the charity.,
200176,2024,"The objects of the charity are:
1) To relieve financial hardship by paying grants to beneficiaries who have lived in Bedford for not less than fifteen years provided that, the trustees may suspend or terminate the appointment of a beneficiary if the continuing payment of the grant would have the effect of relieving public funds; and
2) For use in Bedford or for the benefit of persons who are residents of Bedford for the public benefit for all purposes that are charitable under the laws of England and Wales from time to time.","In setting the charity's objectives and planning its aims and objectives and future activities the Trustees have given consideration to the Charity Commission's general guidance on public benefit. The objectives for the year, as set out by the trustees, were as follows: to attempt to obtain rental income at a satisfactory level, to continue to review, monitor and evaluate the financial performance of investments, and to attempt to maintain pension payments at a consistent level with hopes of being able to continue to make payments to Bedford charities during the year. The trustees believe these objectives were met.",The trustees have a policy of making grants to local charitable institutions. Grants will be made upon consideration of an application supported by the institution's financial statements.,
528072,2024,"The objective of the Trust is the welfare of blind and visually impaired people in the counties of Northumberland, Cumbria, Tyne and Wear, Durham, Cleveland and North Yorkshire.","During the year, the trustees were pleased to hold face to face meetings at ROC Brewing Dolphin in April July and October, and via zoom in January and February. As always we were welcomed most warmly by the staff at ROC Brewing Dolphin and thank them for their hospitality.

This year we were pleased, once again, to award three grants to organizations based in our area. Sight Advice South Lakes applied for funding towards the employment of a sight advice worker to support people following sight loss diagnosis, an area of work the organization believes to be of great value to their members. The Views group, based in Newcastle, were arranging a week-end of outdoor activities to increase confidence and provide new experiences for their members, and we were able to offer the necessary funding to support all participants. Vision of Adventure, based in Cumbria, wished to employ a specialist member of staff who would be responsible for the upkeep and provision of equipment for their activities. They arrange short breaks for sight impaired people, and participants enjoy both the social life and developing new skills. Each organization is working to improve the welling and life skills of its members, and these three grants demonstrate the range of financial support we are able to offer.",,
288068,2024,"The Trust's objectives are: to promote and advance the science and art of nursing, to advance the education and training of nurses, both students and registered; to promote research and investigation into matters related to nursing: to relieve persons i have relied of are unable to continue nursing and to provide assistance to father the object of the Nurses Welfare Service (or successor body).","The Trust received 19 grant applications for funding during the year and after full consideration by the Trusted together with independent researchers i was decided To award 3-new grants totaling £118,517 and extend the Florence Nightingale Foundation grant by £11,500.","Through its grant awarding programme, the Trust sims to promote the development of nursing for the benefit of socity. This in tum contributes to the enhancement of the profession because it's through the maintenance and development af standards of practice and conduct that a profession gains in recognition and respect. Trustees are mindful the Trust's objects and the desire to enhance the profession of nursing, rather than any one individual who ls a member the profession. The Trust invites applications for the funding of research and evaluation projects which demonstrate that they will make 2 contribution to achieving the Trust's sims.",
1049223,2024,"By raising new money and careful management of our existing funds, My Wish Charity is able to fund expenditure to seek to support the aims and objectives of West Suffolk N'S Foundation Trust and the organizations it works with 'To serve the patients and their families receiving services from the West Suffolk N'S Foundation Trust by funding facilities, equipment, training, education and to support associated healthcare and complimentary services for patients.'","During that last year, sadly we are still in the recovery period of the Bovid 19 pandemic, we continue to support staff, and patients. We would like to say a huge thank you to all of our amazing donors who continue to support us.

We have been able to continue to fund the Trust to employ extra staff members; and provide items and equipment to support them and their patients.","Payments are made in accordance with charity law, our constitution and the wishes and directions of donors. In making payments, we endeavor to reflect the wishes of patients and staff by directing funds towards areas they tell us are most in need.",
803428,2025,"The Foundation's object, set out in its Articles of Association, is to support the purposes of Royal Botanic Gardens, Kew (""RBG Kew"") in such manner as the Foundation shall think fit. The Foundation is a Public Benefit Entity. RBG Kew's general functions are set out in the National Heritage Act 1983 and are to: carry out investigation and research into the science of plants and related subjects, and disseminate the results of the investigation and research; provide advice, instruction and education in relation to those aspects of the science of plants with which RBG Kew is concerned; provide other services (including quarantine) in relation to plants; care for its collections of plants, preserved plant material, other objects relating to plants, books and records; keep the collections as national reference collections, ensure that they are available to persons for the purposes of study, and add to and adapt them as scientific needs and RBG Kew resources allow; and afford to members of the public opportunities to enter any land occupied or managed by RBG Kew, for the purpose of gaining knowledge and enjoyment from RBG Kew's collections. The Foundation fundraiser for RBG Kew, focusing on legacy fundraising and the management of investments. It also holds historic funds which are intended to support the work of RBG Kew through the provision of grants.","In 2024/25, in collaboration with the staff and supporters of RBG Kew, the Foundation raised legacy income of £1.9M (2023/24: £6.6M) and gave grants totalling £3.6M (2023/24: £3.2M) to RBG Kew. Investments income was £0.8M (2023/24: £0.6M). Investments recorded net losses of £0.3M for the 2024/25 financial year (2023/24: net gains of £0.8M).","In order to secure the consent of the Foundation Trustees to release funds, RBG Kew submits a grant request to the Foundation for a particular purpose. All grants must be in line with the strategic aims of RBG Kew, conform to the wishes of the donor where relevant and conform to the statement of public benefit referred to above. If approved, funds are transferred subject to an appropriate audit trail evidencing use of funds.",
265541,2024,"The main objects of the charity are:
1. To benefit the public by providing accommodation in the Parish of Kingsteignton.
2. To use the clear income of the Charity to benefit the Parish in three main areas:
a) One part for the upkeep of the Parish Church of Kingsteignton.
b) One part for the provision of education in the Parish.
c) And the third part for the benefit of the sick and the poor of the Parish.",,,
1043029,2025,,,,
1011612,2024,"The objects of the charity are to advance religion in accordance with the Orthodox Jewish Faith and to support other charitable activities as are recognized under English Law.

Each year the trustees review their objectives and activities to ensure that they continue to reflect the trustees' aims. In carrying out their review the trustees have considered the Charity Commission's general guidance on public benefit and in particular its supplementary public guidance, with focused regard towards the advancement of the Orthodox Jewish Faith and all its facets for the public benefit.",The charity has achieved its objectives during the year by supporting charitable causes and by maximizing income from its available resources with the minimum of risk.,,
222652,2024,"The objective of the Rochdale fund is to assist residents of Rochdale who are in sickness, by providing and paying for items, services or facilities as set out by the Charity Commissioners reference N23(S)/75, 13th February 1975.","We have referred to the guidance contained in the Charity Commissioner's general guidance on public benefit when reviewing our aims and objectives and in planning for our future activities. In particular, the Trustees consider how planned activities will contribute to the aims and objectives they have set.",,
222279,2024,"The trust's charitable objects are the relief of needy children and needy young persons under 25 years of age, including advancement of the education of such children and young persons, living within a 20 mile radius of York. The trust aims to achieve its objectives by distributing the majority of its investment income and donations received in the form of grants to individuals requiring assistance and institutions and organizations involved in child and/or youth work and programmes.","The trustees have continued to achieve the objects of the charity through their grant making policies. The investment portfolio produced income of £105961 which was a yield on cost of 4.56% (2023- £110387 4.43%) which was in line with the budgeted target. The market value of the trust's investments has increased during the year by £44,818 a rise of 1.53% (2023 increase of £70,713 2.48%) Profits were crystallized on disposals in the year of £115,004 (2023 profits of £16,430)","The trustees consider applications for grants on merit and relevance to the trusts objects. Grants are made under the general guidance of Educational, Social and Medical, Travel, and Fostering Talents and Children's Groups.",
326019,2024,"The objects of the charity are for charitable purposes as the trustees may from time to time at their absolute discretion think fit.

The two main areas of direct charitable activity are:-

1. Direct food support and religious educational grants for families on low income.

2. Direct grants to individuals to support their further religious education.","The charity received £1,156,380 (2023: £1,257,627) in donations and grants receivable during the period.

The charity paid £1,296,048 (2023: £1,438,593) by way of grants and support costs as detailed in the notes to the accounts. Grants were awarded to individuals in the period in accordance with the charity's objectives and as detailed in the notes to the financial statements. These grants were made in line with the stated objects of the charity.","The aim of the trustees is to attempt to balance total incoming resources against total resources expended over the period.

The trustees recognize that this aim can only be achieved within a medium term.",
227177,2025,"The object of the charity is the relief of persons and their dependants who are in need, hardship or distress or who are sick, convalescent, disabled or infirm and who are or have been employed in the graphical, paper and media trades. The trustees may relieve those eligible for assistance by making grants of money; providing or paying for goods, services or facilities: or making grants to other persons or bodies who provide goods, services or facilities to those eligible for assistance.","During the year the charity met four times to consider applications with the objectives of the charity, to review the financial strategy of the charity and the ongoing and future activities of the charity.
The trustees have continued to promote the objects of the charity through organizations connected with graphical, paper and media industries.
The charity awarded 12 grants totalling £6,100 (2024 - 14 grants totaling £8,795).",,
273818,2024,"The objectives of the charity including the grant making policy are as follows:-

The Trustees have the power to pay or apply the income and so much of the capital of the Trust Fund to such exclusively charitable objects and purposes as they, in their absolute discretion think fit. This includes, without limitation, the application of the Trust Fund for the relief, maintenance, support and provision of amenities of such of the former employees of Mentally PLY (including the employees of any associated or subsidiary company or any successor to them), and their widows, widowers, children and dependants as the Trustees in their discretion may consider to be in need through poverty, ill-health, or some similar reason.

The accumulation period ended on 6 December 1993. From this date, the whole of the net available annual income has to be distributed by the Trustees.

The Trust's aim is to assist such other charities as the Trustees in their absolute discretion think fit in achieving their aims by awarding grants (with regard to the relief, maintenance, support and provision of amenities for such former employees of Mentally PLY and associated companies and their widows, widowers, children and dependants as the Trustees consider to be in need). The Trust aims to award grants each year to other charities totalling at least the Trust's net available income; the Trustees may also, if they see fit, have recourse to the accumulated income and/or capital in achieving its aims.","In the year ended 5 April 2024 the Trustees made donations totalling £48,725 to a total of 111 different charitable organizations operating in a wide variety of sectors. Most of the donations were for sums of between £250 and £1,000, the most common sum being £250, in accordance with the Trustees' desire to help as many charities as possible, subject to the limitations of available resources.

The largest individual grant made was £3,000 to the charities, Kingston & District Sea Cadet Corps and The Retail Trust. A total grant of £3,025 was made to Old Bentallians Association. 48.28% of the total grants made were to provide relief for those in need by reason of Youth, Age, Ill-Health, Disability, Financial Hardship or Other Disadvantage. Details of the grants made to institutions can be found in Note 11 to the accounts.

The Trustees look closely at all applications put before them with a view to looking at the number of potential beneficiaries and are keen to ensure that, as far as is possible, and depending on the category of the application, grants are awarded where there is either the greatest need or the widest benefit to the general public.","The Trustees will consider applications (which meet its criteria for grants) under the following headings — (a) the advancement of health or the saving of lives; (b) local churches — repair, maintenance, and improvement etc.; (c) the relief of those in need, by reason of youth, age, ill-health, disability, financial hardship or other disadvantage: childhood and youth, old age and welfare; (d) the advancement of education; (e) the advancement of environmental protection or improvement; (f) the advancement of animal welfare (g) any other purposes currently recognized as charitable or which are in the spirit of any purposes currently recognized as charitable which fall within paragraph (m) of section 3(i) Charities Act 2011.

The Trustees have absolute discretion as to whether to approve a grant to any particular applicant and will not give reasons for any refusal.",
328680,2024,"The company continued to rely on donations from various supporters, including institutions. Its only other income is bank interest. It is entirely run by unpaid volunteers. The directors donate the company's funds to organizations whose work is consistent with the company's principal objectives. These organizations include hospitals and other charities. The charity invites applications for funding of projects through various sources. The applications are reviewed by the trustees who ensure that they are in accordance with the charity's objectives.","The charity continues to support the charity in Lebanon by paying grants to them to help support their charitable activities £252,000 (2023: £330,000)",The charity invites applications for funding of projects through various sources. The applications are reviewed by the trustees who ensure that they are in accordance with the charity's objectives.,
1043861,2024,"To apply both the income and capital thereof to or for such charitable purpose, institute, society or object. Proceeds raised are donated to local and international charities. Funding events can include Race Nights, Gala Dinners, Christmas Floats. Trustees have regard to the Commission's public benefit guidance.",Funds raised from various events during the financial year. These monies are donated to numerous local charities and international charities,,
511141,2024,"Our objectives: To provide clinical, emotional and spiritual care with practical support for people, their families, carers and the wider community who may be affected by serious life limiting illness within Kidderminster and district. 

Our Activities: KEMP House Trust's principal current activity is to manage its investment portfolio and support the charitable activities of KEMP Hospice (formerly KEMP House Trust Limited, charity number 1146310 and company number 7846810) by providing the hospice building at a peppercorn rent and financial support in the form of grants.","The Trust's work is now almost entirely reliant on income and investment returns from its investment portfolio and legacies.

The trustees work closely with their investment advisors with the aim of creating a reserve that will grow at least in line with inflation such that when called upon, its purchasing power will not have diminished.

In managing the investment portfolio the trustees adopt a balanced strategy and a medium to long term investment strategy of 5 to 10 years. Unlike 2022/23, the trustees reverted to re-investing dividends as they arose rather than drawing them down.

The trustees meet regularly with their investment advisors to review strategy and performance. The annual net return achieved on listed investments during the year was 7.17% against a benchmark of 9.86%, a considerable improvement on 2022/23 where the respective figures were -5.29% and -3.95%. Despite ongoing uncertainty, global equity markets grew during the year which led to inflation falling slower than anticipated, whilst interest rates cuts were pushed back into 2024/25. A review during 2023/24 confirmed that over the long term the value of the portfolio had grown in real terms despite the spike in inflation in recent years. The situation is under constant review.","In the current year the Trust has made a grant of £351k to KEMP Hospice to enable it to adapt and continue its support of people with life limiting illnesses, their families and carers including provision of a day hospice, bereavement counseling for adults and children and support for carers. These services, provided free of charge to service users, benefit both service users and the community as a whole.",
327363,2024,The Charity is established for general charitable purposes. The Trust Deed provides that both the capital and income of the Charity shall be held and applied to such charities or for such charitable purposes and in such proportions as the Trustees shall determine.,"The Trustees are pleased to report that there has been continued success in meeting the objectives of the Charity during the financial year. The results for the year are set out in the Statement of Financial Activities on page 6. Investment income decreased by 7.4% to £59,312. Grants made during the year, which are detailed in Note 5 to the Financial Statements, decreased by 14.1% to £53,675. Total funds carried forward at the end of the year increased by £109,880 to £2,062,055.","When considering applications for grants, the Trustees continue to take these provisions into account and also have regard to the Charity Commission's guidance on public benefit. In almost all cases grants are made to other registered charities and emphasis is given to applications which support the elderly or areas of medical research. With regard to grants to local or regional charities, the Trustees' policy is to prefer those in the Birmingham area because of the connection with the Forsyth family.",
256893,2024,"The charity's short and long-term objectives include the support of a wide range of charitable organizations at the discretion of the trustees and as set out in the declaration of trust. The objective of the charity is to maintain, and where possible to increase, the level of income and to distribute the income to chosen charitable beneficiaries exclusively to benefit education and training, overseas aid, arts and culture, health and general charitable purposes. The charity's overall strategy to achieve the objective is effective management of its property portfolio to maximize rental returns. The charity has no other significant activities. The charity's resources are reviewed at the regular trustees' meetings to allow informed decisions to be made on grant commitments.","Overall, the charity's investment income increased by £229,503 (2023: increased by £101,413) compared to the previous year. Rental and other property income receivable increased by £229,491 (2023: increased by £101,410) whilst interest receivable increased by £12 (2023: increased by £3). Notwithstanding the continued difficult circumstances prevailing in the UP commercial property market during the year, the trustees are satisfied with the performance of the portfolio. During the year, 81.7% (2023: 195.6%) of the year's net incoming resources were distributed and committed to charitable beneficiaries to benefit education and training, overseas aid, art and culture, health and general charitable purposes, including support and governance costs allocated to those charitable activities.","The charity makes small and large grants to a wide variety of charities based in the UP and overseas. When the charity is approached to assist with substantial capital or building projects, the trustees undertake due diligence before deciding whether to make a commitment. Where the charity has made a commitment to make payments over several years, the trustees monitor the progress of the project before releasing payments.",
224425,2024,"The New England Company is a grant-giving charity which continues to pursue its aim of furthering the work of the Anglican Church in Canada and in the West Indies. Each year, those dioceses in Canada with populations of indigenous peoples and the dioceses of the West Indies are invited to submit an application for a grant to fund a particular project which will help them achieve a particular objective. Each application must be accompanied by a description and a budget of sufficient detail to enable the Missions Committee to judge whether the request is reasonable and within funds available. Each diocese is also required to submit a report on the use made of the grant; it is the charity's policy that no further grant will be made unless this has been received and deemed satisfactory.","During the year under review, the New England Company distributed 25 grants to Canadian dioceses and related bodies totalling £283,879 and 14 grants to West Indian dioceses and related bodies totalling £229,679, a total of £513,558.

In 2024, the New England Company's income came from:
- farms and other property: £138,971 (2023: £128,110)
- interest and dividends: £413,225 (2023: £221,803)

The New England Company was able to approve grants totalling £575,329 (2024 - £507,969) for payment during 2025. As a result of foreign exchange movements between the dates grants are approved and paid there is a difference between sterling amounts approved and paid.","The Court aims to maximize its grant giving in a manner that is consistent with at least maintaining the value of its capital in real terms over the longer term. The Court has adopted a medium-term expenditure target of 2.5% of the value of its assets, while retaining the discretion to deviate in any year in recognition of the importance of maintaining its grant giving at a consistent level.",
